,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
646,,,13212,,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,13473,12389,11132,,11593,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,13212,13357,12539,,12086,,12539,12675,10888,11745,,12665,11053,,,,,,,,,,,,,,,,,,,
649,10888,11745,,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,12389,11098,,,12665,,,11775,13357,13319,12675,,12100,12138,,,,,,,,,,,,,,,,,,
651,12539,13357,13212,11593,10888,13090,,13473,10991,11745,,11098,,,,,,,,,,,,,,,,,,,,
652,13090,12713,,,,12086,,12665,12659,,,,12617,,,,,,,,,,,,,,,,,,,
653,,11745,10888,12711,13090,12389,13319,12659,,13319,,10991,12389,12711,,,,,,,,,,,,,,,,,,
654,,11593,,11593,12713,12713,12617,12675,12138,12617,12279,12086,,,,,,,,,,,,,,,,,,,,
655,10882,12539,12711,13319,,12138,10888,10888,,12713,,12659,10888,,,,,,,,,,,,,,,,,,,
656,10888,11098,,,13357,13473,,,,13212,,,11053,10991,,,,,,,,,,,,,,,,,,
657,10991,10888,12086,13090,10991,,10882,,,10882,10882,,12100,10882,,,,,,,,,,,,,,,,,,
658,11745,12659,,11132,10882,10882,,,12713,11132,12279,,,,,,,,,,,,,,,,,,,,,
659,11775,10888,10991,,12086,12389,,,11098,,11098,13473,11132,10882,,,,,,,,,,,,,,,,,,
660,10888,,,12279,12665,10882,,,,,,,,,,,,,,,,,,,,,,,,,,
661,12665,12617,10888,12675,11745,12675,,13212,11745,11745,12675,12389,11132,,,,,,,,,,,,,,,,,,,
662,,12100,12100,11775,,,12539,,13212,,10888,13357,,12665,,,,,,,,,,,,,,,,,,
663,12675,,,,12659,12100,12539,13212,12539,12539,12100,13319,,,,,,,,,,,,,,,,,,,,
664,,11745,13212,12100,,12389,13473,13357,11053,10888,11775,10888,,,,,,,,,,,,,,,,,,,,
665,11775,12713,13357,,11132,,,12138,,,,,,,,,,,,,,,,,,,,,,,,
666,11745,12086,11745,12665,11745,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,10888,,12138,,10991,,,,11098,10888,10991,13090,12539,13473,,,,,,,,,,,,,,,,,,
668,,13357,12665,10888,13212,11132,,,,,,,,,,,,,,,,,,,,,,,,,,
669,12659,,12279,12675,,13212,11098,12617,12279,12279,12711,11775,,12665,,,,,,,,,,,,,,,,,,
670,13319,12279,12100,10991,10888,,12617,12389,10888,11745,11132,11132,,,,,,,,,,,,,,,,,,,,
671,12713,12665,,,12100,12659,12665,10888,,12711,,,10888,12279,,,,,,,,,,,,,,,,,,
672,12389,11098,,12711,,10888,12713,12138,11098,12279,,11098,12086,,,,,,,,,,,,,,,,,,,
673,,13319,13319,13473,10888,13212,13090,13357,,13090,13212,,,,,,,,,,,,,,,,,,,,,
674,12713,,,,11745,12086,12100,10882,,12389,12659,13090,13357,11132,,,,,,,,,,,,,,,,,,
675,11098,12711,12138,,13319,10991,,10882,11132,12659,,12713,,10991,,,,,,,,,,,,,,,,,,
676,12389,13212,13319,12389,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,11593,12665,10888,,,13357,,,10991,,,,,,,,,,,,,,,,,,,,,,
678,,12086,12138,,13090,12675,,11745,10991,11053,11593,11098,12617,13090,,,,,,,,,,,,,,,,,,
679,13319,10991,13473,,10991,12138,12711,,,,,,,,,,,,,,,,,,,,,,,,,
680,,13090,12138,13319,12389,11132,12539,,11053,,13212,,11775,12675,,,,,,,,,,,,,,,,,,
681,12711,11593,,12086,,13090,12659,12279,12086,11593,,,13319,12086,,,,,,,,,,,,,,,,,,
682,,,,,,12100,12713,12675,12279,10882,11775,12713,,,,,,,,,,,,,,,,,,,,
683,,12389,13090,10888,10888,12713,,12279,10888,10888,12279,12659,,12086,,,,,,,,,,,,,,,,,,
684,,13212,13319,,,11098,,10991,13090,10888,,11053,,11593,,,,,,,,,,,,,,,,,,
685,12675,12711,12711,11775,,,,11745,,,10888,10888,,13319,,,,,,,,,,,,,,,,,,
686,10882,,13090,,13090,10888,,,12100,12665,10882,11593,,11053,,,,,,,,,,,,,,,,,,
687,12617,13212,12086,11132,13319,12713,13357,12389,,,12711,,,12138,,,,,,,,,,,,,,,,,,
688,,12617,,,11775,11132,11593,10991,,,12086,12138,,10888,,,,,,,,,,,,,,,,,,
689,12675,12086,11132,11745,12711,12675,,12659,,10882,12100,12100,12659,,,,,,,,,,,,,,,,,,,
690,10882,11098,11745,13090,12138,,11775,,13319,,10888,11593,12100,10882,,,,,,,,,,,,,,,,,,
691,12389,12659,,,,12713,12100,12617,12539,12389,,13319,10991,12389,,,,,,,,,,,,,,,,,,
692,11132,13319,,12665,12086,12617,12100,12711,13090,13319,12665,,10991,,,,,,,,,,,,,,,,,,,
693,12713,12659,12665,12675,11745,13357,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,13357,12389,13473,10888,,11132,12713,11098,13319,12138,,12138,,,,,,,,,,,,,,,,,,,
695,10888,,12675,12279,12713,,12539,,,13473,12389,,13319,,,,,,,,,,,,,,,,,,,
696,12100,,,12617,12086,11745,12617,12675,,11132,13319,11745,,,,,,,,,,,,,,,,,,,,
697,,,12100,13090,10888,13473,,13212,12713,11745,,12711,,12279,,,,,,,,,,,,,,,,,,
698,13090,10888,12659,,10888,13090,12659,11098,13212,10888,,,11098,,,,,,,,,,,,,,,,,,,
699,,11098,11132,10882,13090,11593,12665,,11593,,,,12138,,,,,,,,,,,,,,,,,,,
700,,12279,,10991,13319,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,12675,11775,11098,11593,,11132,,,,12617,12713,10888,,12675,,,,,,,,,,,,,,,,,,
702,12617,12138,,12659,,12539,12086,11775,10882,,,,,,,,,,,,,,,,,,,,,,,
703,12713,,13473,11132,10991,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,10991,,12665,12389,10888,,10991,12279,13319,11775,12389,11745,,12659,,,,,,,,,,,,,,,,,,
705,13090,,12138,13090,,12389,10888,,11593,11053,12389,12665,,10888,,,,,,,,,,,,,,,,,,
706,,,,12711,,,,12675,,,11775,13473,13090,,,,,,,,,,,,,,,,,,,
707,12675,12086,,,12100,13090,11593,12389,12711,12539,,,12675,12659,,,,,,,,,,,,,,,,,,
708,10888,11593,11053,10991,12665,12539,11132,11593,11745,11053,11098,12711,12138,12100,,,,,,,,,,,,,,,,,,
709,12713,,12665,,13090,10888,,12617,12279,10888,10991,12389,12100,13473,,,,,,,,,,,,,,,,,,
710,12138,,,11132,,,10882,12389,,13357,,12279,12086,,,,,,,,,,,,,,,,,,,
711,10888,,12713,12539,11593,13319,,12279,12100,11775,12675,12138,,12659,,,,,,,,,,,,,,,,,,
712,,,12617,11775,11593,,10991,,,,,,,,,,,,,,,,,,,,,,,,,
713,,13357,12138,10888,12659,12100,12713,,12539,12659,,12713,13357,,,,,,,,,,,,,,,,,,,
714,11098,11132,13473,11098,11053,10888,,,13473,10888,12279,,,,,,,,,,,,,,,,,,,,,
715,10888,12539,13319,12659,11593,11745,11132,,13473,12617,,12279,10882,11745,,,,,,,,,,,,,,,,,,
716,12086,,13319,,,,12100,,12539,13090,10888,,,11098,,,,,,,,,,,,,,,,,,
717,12617,11098,,,11132,13319,12086,12086,10991,,,11053,,12389,,,,,,,,,,,,,,,,,,
718,,13090,,,,13473,,12617,,13357,10888,,12539,12617,,,,,,,,,,,,,,,,,,
719,12389,,10888,12389,11745,12086,11775,13319,10991,,13473,,10991,,,,,,,,,,,,,,,,,,,
720,13357,12100,13473,13212,10888,,13090,13319,13357,12279,,12100,10882,12138,,,,,,,,,,,,,,,,,,
721,13357,12617,13319,,10882,10882,13090,11775,12675,13212,12659,,12659,12086,,,,,,,,,,,,,,,,,,
722,12713,13319,13473,,,10888,11053,,,,10991,12100,,,,,,,,,,,,,,,,,,,,
723,12138,,11098,13090,12086,12675,10888,,12138,,11775,12675,11098,10888,,,,,,,,,,,,,,,,,,
724,,,11132,10888,10991,,10991,13212,,10888,10991,,,11593,,,,,,,,,,,,,,,,,,
725,,,12675,10888,12675,11132,,11775,12659,11132,11132,13212,10991,12086,,,,,,,,,,,,,,,,,,
726,,10888,,12665,10882,10991,12659,,13357,12539,,12138,10888,12138,,,,,,,,,,,,,,,,,,
727,11098,13473,,12675,10882,,,13319,,,,,,,,,,,,,,,,,,,,,,,,
728,11745,12100,12138,11132,,12539,12617,10888,10888,12713,13357,,,,,,,,,,,,,,,,,,,,,
729,12100,,12665,,11775,12665,12711,,,10888,,10991,12617,,,,,,,,,,,,,,,,,,,
730,12713,12617,11098,11132,12138,10888,10888,13212,,,11098,13357,,11053,,,,,,,,,,,,,,,,,,
731,10888,10991,12539,,10888,12138,,,,,,,,,,,,,,,,,,,,,,,,,,
732,12100,,,11593,,13473,10888,12711,10991,10888,,13357,10888,,,,,,,,,,,,,,,,,,,
733,12138,11098,,,,,12713,10991,12711,13357,11053,13319,10991,13212,,,,,,,,,,,,,,,,,,
734,10888,,12713,10888,10888,,,12659,12711,,,13473,,12279,,,,,,,,,,,,,,,,,,
735,11593,11775,,11098,,13090,11775,13473,,,,,,,,,,,,,,,,,,,,,,,,
736,13357,12665,,12665,10882,,13357,,,,,,,,,,,,,,,,,,,,,,,,,
737,11098,,13090,12389,11098,,12617,13090,,10888,,12711,12138,11053,,,,,,,,,,,,,,,,,,
738,12138,12659,13319,13319,10882,11098,12539,11745,,,,12086,,10991,,,,,,,,,,,,,,,,,,
739,11593,11053,12711,,,,,10888,,,13212,11053,,12100,,,,,,,,,,,,,,,,,,
740,11132,11053,13212,13473,11098,12675,10888,10888,12100,12389,11098,11745,12086,11098,,,,,,,,,,,,,,,,,,
741,,11593,12389,11098,12713,,13473,11053,,10888,10882,,,11745,,,,,,,,,,,,,,,,,,
742,12100,10882,11745,10888,12675,11745,12713,13357,,11098,11775,12138,,,,,,,,,,,,,,,,,,,,
743,,10991,11132,,12086,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,12539,,,,,11098,10888,12713,,13319,10882,,11775,10991,,,,,,,,,,,,,,,,,,
745,,11593,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,12100,13212,12138,10888,12713,12659,,,10888,10888,12100,10888,13473,10888,,,,,,,,,,,,,,,,,,
747,12711,,10991,10888,,11745,13212,13319,13473,12389,12713,12539,10888,,,,,,,,,,,,,,,,,,,
748,12713,13319,,12659,10888,12389,12665,10882,11053,12665,13319,13090,12665,12711,,,,,,,,,,,,,,,,,,
749,,11132,11132,12100,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,12100,11593,12138,,,10882,,12086,,,,,,,,,,,,,,,,,,,,,,,
751,12086,,11098,10888,10888,11775,11098,,13473,11053,,12138,12711,,,,,,,,,,,,,,,,,,,
752,12389,10882,13473,11098,12659,,,11053,11775,10888,12675,13212,12279,13473,,,,,,,,,,,,,,,,,,
753,12711,12100,10888,,12100,12675,12675,12138,,,10888,10888,12711,,,,,,,,,,,,,,,,,,,
754,13473,,12138,10888,,13319,12711,,12539,11775,,11593,12086,11593,,,,,,,,,,,,,,,,,,
755,13357,10888,11132,,10888,12659,12138,12539,12389,13473,,,12138,13090,,,,,,,,,,,,,,,,,,
756,,13473,,13319,,11098,12086,13473,11132,10888,,,12711,,,,,,,,,,,,,,,,,,,
757,10888,,12617,12539,11132,11593,12086,,11775,11098,10888,,,12711,,,,,,,,,,,,,,,,,,
758,11132,10888,,11053,,13357,11775,13319,12659,,12665,12617,10888,13473,,,,,,,,,,,,,,,,,,
759,10888,11132,,11053,,,11775,12665,12659,12711,,13090,12138,12279,,,,,,,,,,,,,,,,,,
760,10888,,11775,12675,13357,12138,13212,12086,12279,11098,12659,,12539,,,,,,,,,,,,,,,,,,,
761,10888,12086,,13090,12713,11098,12713,11098,12659,,,10888,12138,13357,,,,,,,,,,,,,,,,,,
762,11745,13090,11745,,12617,11053,12617,13357,12100,13090,12100,13090,,12711,,,,,,,,,,,,,,,,,,
763,,,,12711,12713,12539,,,10991,13357,10888,12279,12086,11775,,,,,,,,,,,,,,,,,,
764,,,,12711,,,11775,,11132,11132,,,,12711,,,,,,,,,,,,,,,,,,
765,,11593,13212,,11775,13319,11053,12389,,,,,,,,,,,,,,,,,,,,,,,,
766,,11132,12100,12659,11132,11593,12659,12659,,,11132,10991,,13473,,,,,,,,,,,,,,,,,,
767,13090,10991,12711,13090,12279,,12279,12665,,13212,,12100,,11098,,,,,,,,,,,,,,,,,,
768,,13319,11053,13090,,13212,,,,12617,,13319,10888,13473,,,,,,,,,,,,,,,,,,
769,,13212,12100,11745,12665,12389,12665,10888,12659,12617,12713,11132,11593,11098,,,,,,,,,,,,,,,,,,
770,13473,,12665,,,,12539,12138,11053,11098,,,,,,,,,,,,,,,,,,,,,,
771,12665,12617,11745,13473,11593,12711,10882,,,11132,12086,,12138,12279,,,,,,,,,,,,,,,,,,
772,10888,13357,,,,,,12389,10888,,12713,12711,12086,12659,,,,,,,,,,,,,,,,,,
773,13357,11593,10882,,,12617,11775,,12100,11098,,10882,10888,,,,,,,,,,,,,,,,,,,
774,,,12617,11745,13212,13357,13473,11745,,11775,,13319,10888,,,,,,,,,,,,,,,,,,,
775,13319,11593,10882,,,,,10888,,13473,12539,11775,11053,,,,,,,,,,,,,,,,,,,
776,13473,12617,,,12279,12279,10888,,11132,12100,,10888,12665,11593,,,,,,,,,,,,,,,,,,
777,11775,12100,13473,12713,13212,,,11745,12675,,,12659,,12539,,,,,,,,,,,,,,,,,,
778,,11098,,11132,11053,12539,,,10882,11098,,,,,,,,,,,,,,,,,,,,,,
779,12539,12100,11132,12659,10888,,,11745,13473,11053,,10888,,11745,,,,,,,,,,,,,,,,,,
780,12279,11775,12665,13212,12617,12659,11593,,,,12617,,,10888,,,,,,,,,,,,,,,,,,
781,11775,12086,,13319,10888,,11593,,12665,12711,,13212,12665,,,,,,,,,,,,,,,,,,,
782,10888,12086,11053,12279,,13357,12279,,,10888,12279,,11098,11098,,,,,,,,,,,,,,,,,,
783,12389,,,12713,,12711,12665,12711,11053,12086,12665,13357,12539,,,,,,,,,,,,,,,,,,,
784,10888,,,12659,12711,11775,12713,13090,12675,,,,,,,,,,,,,,,,,,,,,,,
785,12539,12100,10991,,,12138,,10888,12279,12617,10888,11053,,,,,,,,,,,,,,,,,,,,
786,10888,12389,12389,11775,10888,11098,11132,,10888,12675,,13090,,,,,,,,,,,,,,,,,,,,
787,10882,11132,11775,12389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,13357,,13319,10991,12279,10882,,,,,,,,,,,,,,,,,,,,,,,,,,
789,11132,,12100,12617,12713,12617,,12665,,,11745,,,,,,,,,,,,,,,,,,,,,
790,,12539,,12279,12711,,11745,,,,,,,,,,,,,,,,,,,,,,,,,
791,13319,11775,,11745,,11745,13357,12539,10888,13319,11132,,,10882,,,,,,,,,,,,,,,,,,
792,13473,13473,12279,12279,,,,,,,12675,13473,11132,,,,,,,,,,,,,,,,,,,
793,13473,12138,10888,10888,11593,13473,12665,,12138,12711,,13090,10882,10888,,,,,,,,,,,,,,,,,,
794,11132,,,,13357,12617,13212,11775,12389,12389,11775,11593,11053,,,,,,,,,,,,,,,,,,,
795,12713,11775,,12086,,11098,12713,12100,12389,13357,,,,,,,,,,,,,,,,,,,,,,
796,11593,12659,12713,,,13090,,12659,,12086,11132,,,,,,,,,,,,,,,,,,,,,
797,11593,,,13473,12659,12539,11132,12711,12665,12138,13212,11775,,,,,,,,,,,,,,,,,,,,
798,,12713,,,12675,13473,12617,13319,12539,10888,12665,12539,11053,,,,,,,,,,,,,,,,,,,
799,,10888,,12279,13473,13319,12100,12086,,11132,,13357,12086,11593,,,,,,,,,,,,,,,,,,
800,13473,13357,,11053,,13090,13357,11132,12086,,11098,11745,,13357,,,,,,,,,,,,,,,,,,
801,11745,13357,13473,,11098,12539,13357,12086,10888,,12539,11745,12711,11132,,,,,,,,,,,,,,,,,,
802,,,,,13473,,,12675,10882,12665,12665,,11132,11593,,,,,,,,,,,,,,,,,,
803,11775,12617,13212,12675,,,12659,12675,12675,12675,11775,12539,10991,,,,,,,,,,,,,,,,,,,
804,13473,,13212,11745,,,10882,,13473,12711,11098,11132,13212,12539,,,,,,,,,,,,,,,,,,
805,11053,,12138,13357,12675,11745,,10888,10888,12665,13319,,10888,11593,,,,,,,,,,,,,,,,,,
806,,13212,,,,13319,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,13473,10991,11745,12665,10882,12665,,,12659,12675,11593,12665,,,,,,,,,,,,,,,,,,,
808,,,12279,10991,12675,,,10888,11053,,12086,13357,,13090,,,,,,,,,,,,,,,,,,
809,12086,12659,,12665,,,13212,10888,12539,11745,,,13319,11745,,,,,,,,,,,,,,,,,,
810,13473,,11132,12279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,12138,13473,12539,10888,12539,10882,,12086,11745,12659,10991,,,,,,,,,,,,,,,,,,,,
812,11593,13212,12659,13319,10882,10991,12100,11745,12659,12389,10882,13090,,13090,,,,,,,,,,,,,,,,,,
813,10888,,12539,12279,12659,12665,11745,13473,11775,,13473,12389,12086,,,,,,,,,,,,,,,,,,,
814,13319,13357,11053,12617,10991,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,12279,,,,13473,,11098,,11132,12539,13090,11132,10888,,,,,,,,,,,,,,,,,,,
816,11132,,,,11745,13090,13357,12138,,,,,,,,,,,,,,,,,,,,,,,,
817,12675,,,12389,12713,11745,13212,11053,13212,12713,11098,11593,13319,12659,,,,,,,,,,,,,,,,,,
818,12138,12539,11745,11098,12617,12100,,,,11098,,11745,12086,10888,,,,,,,,,,,,,,,,,,
819,,10888,13090,10888,13473,,12279,11745,11053,,,,,,,,,,,,,,,,,,,,,,,
820,10882,10888,11775,11053,10991,,11053,11053,,12389,12659,12279,10888,10888,,,,,,,,,,,,,,,,,,
821,12675,12539,12617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,13212,12539,10888,12675,,11775,11132,,12617,12086,12539,11098,11745,,,,,,,,,,,,,,,,,,
823,13212,,12100,12617,12086,12659,,10888,11593,13357,10888,,13357,,,,,,,,,,,,,,,,,,,
824,12665,10991,11053,,11593,,10882,,,13090,12617,,,,,,,,,,,,,,,,,,,,,
825,12279,,,13090,12675,,,13090,10888,,12539,12279,12675,12100,,,,,,,,,,,,,,,,,,
826,,10888,12539,,,,,12617,12711,12279,,12100,,13319,,,,,,,,,,,,,,,,,,
827,13319,10888,,,,,,,10888,,11132,11775,12675,12675,,,,,,,,,,,,,,,,,,
828,11053,13090,10888,13473,,,12675,,,,,,,,,,,,,,,,,,,,,,,,,
829,11593,,10888,10888,12713,12665,,,,13357,10991,11053,10882,,,,,,,,,,,,,,,,,,,
830,10888,12389,,,12100,11098,11098,,12539,12539,12539,10882,13090,12713,,,,,,,,,,,,,,,,,,
831,10888,13212,12389,,,12711,11053,,,,11593,12711,,,,,,,,,,,,,,,,,,,,
832,,12389,12389,,,11053,10888,,,,,,,,,,,,,,,,,,,,,,,,,
833,12713,10888,12138,,12138,11593,,12713,13090,,10991,13357,,13357,,,,,,,,,,,,,,,,,,
834,,10991,,13090,11098,,,13090,12617,13473,12138,13090,12389,,,,,,,,,,,,,,,,,,,
835,12711,,,13090,,13319,12617,,10888,13473,,,,11593,,,,,,,,,,,,,,,,,,
836,11098,11053,11132,,12100,13212,11098,12100,,,,,,,,,,,,,,,,,,,,,,,,
837,10882,12665,12389,12389,,11053,10888,13319,10888,13319,,,12539,,,,,,,,,,,,,,,,,,,
838,,,11132,,10888,,,12675,11053,11098,11775,12665,10888,12138,,,,,,,,,,,,,,,,,,
839,12713,,12675,12617,11745,,12711,12713,11098,10888,13473,10888,13090,12675,,,,,,,,,,,,,,,,,,
840,11132,12659,,,,10888,12617,12659,12713,10888,12617,13212,10991,12665,,,,,,,,,,,,,,,,,,
841,10888,13319,11053,12711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,11775,12711,12100,10888,12138,10888,13319,11098,,12279,13212,11098,,,,,,,,,,,,,,,,,,,
843,,,,10888,12617,10888,,11593,,13319,12138,13473,11098,12138,,,,,,,,,,,,,,,,,,
844,13473,12100,,12086,,,,10888,11053,11775,,10888,,,,,,,,,,,,,,,,,,,,
845,12659,12665,,,,11053,11593,13357,12539,11098,,,11053,13319,,,,,,,,,,,,,,,,,,
846,10991,,,11745,11593,,12138,,,,,,,,,,,,,,,,,,,,,,,,,
847,12675,,13090,11098,12086,11745,,13357,10888,11593,11593,,10888,13212,,,,,,,,,,,,,,,,,,
848,12711,12539,,13319,11775,13090,12659,12138,,11132,13357,11745,12617,,,,,,,,,,,,,,,,,,,
849,12279,,,12711,,,,13319,12675,11745,,,,,,,,,,,,,,,,,,,,,,
850,11775,,,11053,13473,,10991,,,,12086,12389,13473,10882,,,,,,,,,,,,,,,,,,
851,,12539,13357,,13212,12711,11132,12659,,,,,,,,,,,,,,,,,,,,,,,,
852,,12100,12539,12100,12711,11098,13357,10888,,,,,,,,,,,,,,,,,,,,,,,,
853,12659,13319,10888,12279,,10888,,,12389,12711,13090,13319,12675,12659,,,,,,,,,,,,,,,,,,
854,,11132,,10888,13090,12711,11745,,13473,12675,11132,11745,,10888,,,,,,,,,,,,,,,,,,
855,13090,,12659,,13319,11745,11098,11132,11745,11098,,11745,12138,11132,,,,,,,,,,,,,,,,,,
856,13357,,,10888,10882,13212,10888,,13357,11053,12539,12675,10991,13090,,,,,,,,,,,,,,,,,,
857,12279,11053,,12665,12279,10888,12617,12713,12539,12711,12665,12711,,12539,,,,,,,,,,,,,,,,,,
858,,,11745,13473,,,,11775,12138,,,,,,,,,,,,,,,,,,,,,,,
859,,12665,11745,,,,12389,,10888,,,12675,12665,,,,,,,,,,,,,,,,,,,
860,12279,12659,11053,,,10991,10888,12138,10888,,,,,,,,,,,,,,,,,,,,,,,
861,11098,13212,,,11775,,11053,11745,11053,11098,10888,13212,,13473,,,,,,,,,,,,,,,,,,
862,13357,10882,12279,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,12539,,12389,12100,12100,13473,,11593,,13090,12539,,12279,,,,,,,,,,,,,,,,,,,
864,12675,10882,13473,12617,11098,13357,11775,,,,,,,,,,,,,,,,,,,,,,,,,
865,10882,11053,,13319,,12138,12713,10888,11775,13319,,,,13090,,,,,,,,,,,,,,,,,,
866,,13090,,,11593,,13319,13319,13357,12711,13090,13090,,10888,,,,,,,,,,,,,,,,,,
867,,,12713,,,12279,12675,10991,,,,,,,,,,,,,,,,,,,,,,,,
868,12711,,,12086,11053,,13319,12539,12539,11098,,10991,12539,10888,,,,,,,,,,,,,,,,,,
869,12659,13090,,13212,,,,12713,,12279,10888,10888,11745,,,,,,,,,,,,,,,,,,,
870,,12665,,13473,10882,12711,,10888,,12086,12713,10991,12713,,,,,,,,,,,,,,,,,,,
871,13473,12617,12713,11132,12713,12711,,11745,,,,,12539,12659,,,,,,,,,,,,,,,,,,
872,,,13473,12617,12279,,11098,13090,12713,13473,12138,12086,11745,,,,,,,,,,,,,,,,,,,
873,,,10882,,13473,12665,,12279,,,,11593,,,,,,,,,,,,,,,,,,,,
874,12711,,13090,12100,11593,13212,12659,,12138,11745,,,,,,,,,,,,,,,,,,,,,,
875,12086,,13319,,11775,13212,11745,10888,13357,12659,,10888,13357,11593,,,,,,,,,,,,,,,,,,
876,,12539,13357,11775,11053,13473,,,,13212,13319,11745,,13090,,,,,,,,,,,,,,,,,,
877,10888,12100,10888,,11593,,,12086,12617,12617,,,13090,12279,,,,,,,,,,,,,,,,,,
878,13319,12389,13473,12086,11775,13357,,12713,,12539,11593,,,12713,,,,,,,,,,,,,,,,,,
879,,10888,12389,12100,12539,11775,10882,11053,,,,11745,10888,11098,,,,,,,,,,,,,,,,,,
880,11775,,12100,,11098,12100,11775,,10882,12713,,11132,,11053,,,,,,,,,,,,,,,,,,
881,11053,10888,11745,12665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,12086,12100,12711,12665,,,,12713,13090,,,,,,,,,,,,,,,,,,,,,,,
883,12617,11745,12711,11593,12086,12086,10888,10991,10991,,11098,13357,12665,11745,,,,,,,,,,,,,,,,,,
884,12389,,,12279,13357,,10888,12389,,10882,,13090,12138,12389,,,,,,,,,,,,,,,,,,
885,,10888,,13212,,11593,11132,,12675,12100,13090,10991,13090,13473,,,,,,,,,,,,,,,,,,
886,,13473,11745,,12539,13212,11132,,,13319,13319,10882,,11098,,,,,,,,,,,,,,,,,,
887,10888,,,,12279,,11053,,10991,,11775,13357,11132,10888,,,,,,,,,,,,,,,,,,
888,10888,12675,10888,,,,12617,13090,,,13212,13319,12665,,,,,,,,,,,,,,,,,,,
889,12675,11775,,,10882,10991,12539,,11098,11593,12617,,11593,10882,,,,,,,,,,,,,,,,,,
890,,12713,12279,12539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,11593,10991,13212,,12665,13212,12389,13090,11593,12539,,13319,12675,13212,,,,,,,,,,,,,,,,,,
892,12665,,10888,,12279,12100,,12659,13319,12711,13212,12713,12100,12711,,,,,,,,,,,,,,,,,,
893,11593,,,13357,12539,,12138,10888,11745,,11775,,11053,10888,,,,,,,,,,,,,,,,,,
894,,12539,,13473,12713,,12617,12100,13357,13212,,11593,12539,12389,,,,,,,,,,,,,,,,,,
895,,12100,10991,11132,,,,10888,,12539,,13319,12675,11775,,,,,,,,,,,,,,,,,,
896,12665,13357,13473,11745,12665,,12279,10882,11053,11053,13357,11098,12539,13473,,,,,,,,,,,,,,,,,,
897,,12713,12086,13212,10888,12665,12086,11775,12659,10888,10888,10888,,12138,,,,,,,,,,,,,,,,,,
898,,12539,,,10888,11593,13357,10888,12100,,12711,11132,11593,13357,,,,,,,,,,,,,,,,,,
899,12713,11745,11593,10888,12539,13212,13319,13319,13090,11593,13319,,12711,10991,,,,,,,,,,,,,,,,,,
900,11098,12086,12713,12138,11098,12659,,12617,13319,12279,,,,,,,,,,,,,,,,,,,,,,
901,10882,,11053,,,13473,12086,,12675,11593,11775,12665,10888,12389,,,,,,,,,,,,,,,,,,
902,,11132,11775,12279,12100,13319,10882,12675,12279,,,11775,13473,,,,,,,,,,,,,,,,,,,
903,,12086,12389,12665,,11775,13319,13473,,10882,12389,,10991,,,,,,,,,,,,,,,,,,,
904,10888,12617,12100,10888,12100,,12617,12279,10888,11098,,,10888,10888,,,,,,,,,,,,,,,,,,
905,12138,,,10888,12100,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,10888,12665,11745,10991,11053,10888,12665,10991,,,,,,,,,,,,,,,,,,,,,,,,
907,12665,13473,,,12086,13357,,,10882,,11098,,,,,,,,,,,,,,,,,,,,,
908,10888,12138,12138,10888,12711,13319,,13090,12713,12539,,,,,,,,,,,,,,,,,,,,,,
909,10882,,,,13090,,12086,13357,10882,10882,10888,11745,,,,,,,,,,,,,,,,,,,,
910,10991,13090,,10888,12711,11098,12086,,12659,10991,11593,,12713,11098,,,,,,,,,,,,,,,,,,
911,12659,13212,12539,10888,11053,11775,12617,13473,,11593,12138,13319,,12713,,,,,,,,,,,,,,,,,,
912,12711,13212,13090,,12711,11132,,,,,,,,,,,,,,,,,,,,,,,,,,
913,13473,12138,10888,11745,13473,10882,10991,12086,12711,13212,10888,,10888,13473,,,,,,,,,,,,,,,,,,
914,12100,10888,11775,13357,12389,11132,,12100,12713,11775,,10888,,11745,,,,,,,,,,,,,,,,,,
915,,13090,12389,13319,11745,13212,,,,11593,12279,12279,12389,,,,,,,,,,,,,,,,,,,
916,12665,,,,,11132,12659,,,10991,,12100,,12675,,,,,,,,,,,,,,,,,,
