,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1048,spaghetti sauce,,coffee/tea,eggs,dinner rolls,vegetables,soda,,waffles,flour,dinner rolls,eggs,cheeses,,,,,,,,,,,,,,,,,,,
1049,spaghetti sauce,,butter,bagels,,waffles,,vegetables,juice,waffles,butter,vegetables,spaghetti sauce,,,,,,,,,,,,,,,,,,,
1050,,poultry,vegetables,,vegetables,lunch meat,individual meals,butter,,beef,sandwich loaves,pasta,,,,,,,,,,,,,,,,,,,,
1051,,butter,,flour,milk,poultry,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
1052,soda,vegetables,eggs,,fruits,vegetables,fruits,spaghetti sauce,waffles,,,bagels,,,,,,,,,,,,,,,,,,,,
1053,lunch meat,sandwich loaves,,bagels,sandwich loaves,tortillas,poultry,,poultry,milk,,,,,,,,,,,,,,,,,,,,,,
1054,spaghetti sauce,sugar,,cereals,pasta,cereals,,dinner rolls,eggs,,,,,,,,,,,,,,,,,,,,,,,
1055,vegetables,,,,juice,,flour,fruits,,,pasta,cheeses,vegetables,waffles,,,,,,,,,,,,,,,,,,
1056,bagels,beef,,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,pork,coffee/tea,ice cream,lunch meat,,ice cream,,,waffles,individual meals,vegetables,,coffee/tea,,,,,,,,,,,,,,,,,,
1058,soda,milk,individual meals,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,butter,juice,pork,beef,poultry,,milk,,,,,,,,,,,,,,,,,,,,,,,,,
1060,sandwich loaves,vegetables,pork,sugar,individual meals,waffles,milk,yogurt,pasta,,,,beef,cheeses,,,,,,,,,,,,,,,,,,
1061,coffee/tea,,,,juice,,fruits,yogurt,individual meals,vegetables,coffee/tea,juice,coffee/tea,pork,,,,,,,,,,,,,,,,,,
1062,lunch meat,,lunch meat,,dinner rolls,sugar,,tortillas,,individual meals,,coffee/tea,,yogurt,,,,,,,,,,,,,,,,,,
1063,poultry,vegetables,dinner rolls,bagels,,,soda,coffee/tea,,,eggs,,,,,,,,,,,,,,,,,,,,,
1064,sandwich loaves,vegetables,poultry,butter,spaghetti sauce,spaghetti sauce,,vegetables,sugar,,cheeses,pasta,vegetables,cheeses,,,,,,,,,,,,,,,,,,
1065,yogurt,waffles,juice,sugar,vegetables,sandwich loaves,,individual meals,lunch meat,vegetables,yogurt,vegetables,poultry,,,,,,,,,,,,,,,,,,,
1066,poultry,beef,,cheeses,vegetables,lunch meat,cereals,dinner rolls,eggs,juice,beef,,,sugar,,,,,,,,,,,,,,,,,,
1067,dinner rolls,flour,,juice,sugar,coffee/tea,vegetables,vegetables,coffee/tea,flour,lunch meat,waffles,vegetables,,,,,,,,,,,,,,,,,,,
1068,sugar,tortillas,waffles,cheeses,flour,beef,,sandwich loaves,,tortillas,pasta,,,vegetables,,,,,,,,,,,,,,,,,,
1069,sandwich loaves,waffles,vegetables,bagels,poultry,,soda,sugar,lunch meat,,sugar,,,vegetables,,,,,,,,,,,,,,,,,,
1070,sandwich loaves,dinner rolls,butter,milk,vegetables,waffles,,vegetables,juice,,flour,,vegetables,spaghetti sauce,,,,,,,,,,,,,,,,,,
1071,pasta,vegetables,poultry,bagels,vegetables,vegetables,sandwich loaves,flour,butter,,sandwich loaves,vegetables,spaghetti sauce,poultry,,,,,,,,,,,,,,,,,,
1072,sandwich loaves,waffles,sandwich loaves,pork,,bagels,tortillas,lunch meat,ice cream,dinner rolls,pork,cereals,,spaghetti sauce,,,,,,,,,,,,,,,,,,
1073,beef,soda,dinner rolls,vegetables,,sugar,,,beef,,eggs,yogurt,,dinner rolls,,,,,,,,,,,,,,,,,,
1074,soda,,dinner rolls,cheeses,milk,vegetables,vegetables,cheeses,,cheeses,,eggs,yogurt,coffee/tea,,,,,,,,,,,,,,,,,,
1075,,,poultry,fruits,bagels,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,lunch meat,,spaghetti sauce,lunch meat,dinner rolls,dinner rolls,pork,,sandwich loaves,,eggs,waffles,,bagels,,,,,,,,,,,,,,,,,,
1077,,tortillas,individual meals,,,flour,,juice,sandwich loaves,,pasta,waffles,,coffee/tea,,,,,,,,,,,,,,,,,,
1078,lunch meat,vegetables,milk,eggs,,sugar,bagels,vegetables,cereals,vegetables,,,,waffles,,,,,,,,,,,,,,,,,,
1079,beef,tortillas,butter,,eggs,,cheeses,pasta,lunch meat,,spaghetti sauce,eggs,sandwich loaves,,,,,,,,,,,,,,,,,,,
1080,beef,,yogurt,flour,juice,flour,ice cream,poultry,milk,waffles,,juice,lunch meat,,,,,,,,,,,,,,,,,,,
1081,,fruits,,,cereals,lunch meat,,waffles,sugar,lunch meat,,,butter,flour,,,,,,,,,,,,,,,,,,
1082,waffles,ice cream,individual meals,,soda,bagels,lunch meat,vegetables,dinner rolls,,flour,spaghetti sauce,,juice,,,,,,,,,,,,,,,,,,
1083,soda,,individual meals,,coffee/tea,juice,butter,ice cream,ice cream,,,,,,,,,,,,,,,,,,,,,,,
1084,individual meals,soda,spaghetti sauce,pork,vegetables,spaghetti sauce,eggs,cheeses,,,,,,,,,,,,,,,,,,,,,,,,
1085,vegetables,sandwich loaves,pasta,juice,,,soda,,milk,vegetables,,,,,,,,,,,,,,,,,,,,,,
1086,fruits,pasta,milk,lunch meat,lunch meat,soda,milk,,,vegetables,soda,yogurt,,spaghetti sauce,,,,,,,,,,,,,,,,,,
1087,dinner rolls,fruits,eggs,,soda,bagels,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,waffles,spaghetti sauce,sugar,,beef,juice,sandwich loaves,,,dinner rolls,,ice cream,pasta,vegetables,,,,,,,,,,,,,,,,,,
1089,sandwich loaves,sandwich loaves,,poultry,,sugar,fruits,fruits,,cheeses,flour,vegetables,,,,,,,,,,,,,,,,,,,,
1090,,,dinner rolls,vegetables,,beef,cereals,poultry,pasta,spaghetti sauce,bagels,,,milk,,,,,,,,,,,,,,,,,,
1091,ice cream,tortillas,pork,cheeses,cereals,coffee/tea,cheeses,yogurt,vegetables,vegetables,,dinner rolls,coffee/tea,waffles,,,,,,,,,,,,,,,,,,
1092,,,waffles,,pasta,individual meals,cheeses,,ice cream,pasta,individual meals,,pork,poultry,,,,,,,,,,,,,,,,,,
1093,,cheeses,,waffles,,individual meals,waffles,,spaghetti sauce,,pasta,,beef,ice cream,,,,,,,,,,,,,,,,,,
1094,butter,,,,coffee/tea,,,spaghetti sauce,cheeses,vegetables,sandwich loaves,individual meals,,dinner rolls,,,,,,,,,,,,,,,,,,
1095,ice cream,individual meals,,spaghetti sauce,,eggs,,,fruits,lunch meat,sugar,individual meals,sugar,vegetables,,,,,,,,,,,,,,,,,,
1096,flour,milk,,vegetables,,cereals,yogurt,ice cream,spaghetti sauce,eggs,soda,,vegetables,vegetables,,,,,,,,,,,,,,,,,,
1097,dinner rolls,eggs,spaghetti sauce,,soda,lunch meat,milk,milk,vegetables,,coffee/tea,,dinner rolls,beef,,,,,,,,,,,,,,,,,,
1098,sugar,,poultry,yogurt,,vegetables,individual meals,vegetables,vegetables,,bagels,spaghetti sauce,waffles,butter,,,,,,,,,,,,,,,,,,
1099,cereals,beef,sugar,coffee/tea,coffee/tea,lunch meat,pasta,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,,poultry,individual meals,bagels,vegetables,tortillas,juice,,waffles,,,,,,,,,,,,,,,,,,,,,,
1101,pasta,soda,vegetables,vegetables,poultry,,poultry,cereals,vegetables,,,,,,,,,,,,,,,,,,,,,,,
1102,coffee/tea,,ice cream,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,yogurt,,,dinner rolls,pasta,flour,sugar,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,
1104,dinner rolls,coffee/tea,sandwich loaves,,coffee/tea,beef,coffee/tea,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,
1105,flour,coffee/tea,lunch meat,spaghetti sauce,cereals,sandwich loaves,vegetables,butter,flour,vegetables,ice cream,,,sandwich loaves,,,,,,,,,,,,,,,,,,
1106,,pasta,,tortillas,,,juice,,ice cream,,,,fruits,,,,,,,,,,,,,,,,,,,
1107,,ice cream,cheeses,,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,vegetables,bagels,juice,vegetables,lunch meat,,vegetables,poultry,pork,,,sandwich loaves,individual meals,yogurt,,,,,,,,,,,,,,,,,,
1109,ice cream,,vegetables,,waffles,dinner rolls,tortillas,yogurt,bagels,cereals,juice,,ice cream,,,,,,,,,,,,,,,,,,,
1110,,vegetables,poultry,sugar,beef,,cereals,milk,flour,lunch meat,,,,,,,,,,,,,,,,,,,,,,
1111,soda,beef,vegetables,vegetables,juice,vegetables,eggs,vegetables,dinner rolls,vegetables,,sugar,fruits,sugar,,,,,,,,,,,,,,,,,,
1112,bagels,ice cream,,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,pork,waffles,vegetables,,,vegetables,individual meals,ice cream,spaghetti sauce,cheeses,,fruits,,eggs,,,,,,,,,,,,,,,,,,
1114,individual meals,,,coffee/tea,dinner rolls,coffee/tea,cheeses,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,cereals,,juice,,,sugar,soda,juice,individual meals,beef,sugar,pork,,,,,,,,,,,,,,,,,,,
1116,,poultry,juice,cereals,sugar,fruits,coffee/tea,individual meals,,lunch meat,,,,bagels,,,,,,,,,,,,,,,,,,
1117,sandwich loaves,juice,ice cream,poultry,vegetables,,,juice,,pasta,,,vegetables,yogurt,,,,,,,,,,,,,,,,,,
1118,vegetables,juice,sandwich loaves,coffee/tea,eggs,lunch meat,individual meals,,,fruits,,juice,,,,,,,,,,,,,,,,,,,,
1119,beef,ice cream,dinner rolls,cereals,sandwich loaves,,,spaghetti sauce,individual meals,,sandwich loaves,,cheeses,soda,,,,,,,,,,,,,,,,,,
1120,,butter,bagels,fruits,,cheeses,,coffee/tea,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,
1121,fruits,vegetables,,fruits,eggs,butter,,spaghetti sauce,poultry,,,beef,cheeses,vegetables,,,,,,,,,,,,,,,,,,
1122,ice cream,,pork,,vegetables,,spaghetti sauce,cereals,ice cream,sandwich loaves,,,eggs,vegetables,,,,,,,,,,,,,,,,,,
1123,sandwich loaves,milk,waffles,soda,vegetables,sugar,,soda,milk,yogurt,,sandwich loaves,lunch meat,individual meals,,,,,,,,,,,,,,,,,,
1124,,bagels,pasta,spaghetti sauce,ice cream,eggs,pasta,cereals,soda,spaghetti sauce,vegetables,waffles,,pork,,,,,,,,,,,,,,,,,,
1125,tortillas,,,soda,yogurt,cereals,sandwich loaves,sandwich loaves,beef,poultry,,fruits,,tortillas,,,,,,,,,,,,,,,,,,
1126,waffles,,beef,beef,sugar,individual meals,beef,yogurt,yogurt,fruits,pork,cereals,,beef,,,,,,,,,,,,,,,,,,
1127,,tortillas,milk,,milk,coffee/tea,cereals,coffee/tea,,,soda,tortillas,beef,lunch meat,,,,,,,,,,,,,,,,,,
1128,lunch meat,,soda,,butter,milk,lunch meat,lunch meat,ice cream,butter,lunch meat,,,,,,,,,,,,,,,,,,,,,
1129,,coffee/tea,spaghetti sauce,lunch meat,cheeses,spaghetti sauce,soda,sugar,spaghetti sauce,ice cream,pasta,vegetables,flour,,,,,,,,,,,,,,,,,,,
1130,fruits,coffee/tea,beef,lunch meat,vegetables,sandwich loaves,juice,individual meals,yogurt,pasta,,cheeses,waffles,vegetables,,,,,,,,,,,,,,,,,,
1131,cheeses,,,juice,,fruits,lunch meat,sugar,beef,,sugar,pork,beef,,,,,,,,,,,,,,,,,,,
1132,cereals,individual meals,,soda,juice,pork,eggs,tortillas,tortillas,flour,,,,,,,,,,,,,,,,,,,,,,
1133,milk,,flour,yogurt,milk,,,waffles,,cheeses,cheeses,,,vegetables,,,,,,,,,,,,,,,,,,
1134,vegetables,,juice,waffles,bagels,vegetables,vegetables,,beef,dinner rolls,,sandwich loaves,pork,yogurt,,,,,,,,,,,,,,,,,,
1135,lunch meat,,,dinner rolls,,sugar,soda,milk,individual meals,soda,vegetables,spaghetti sauce,milk,soda,,,,,,,,,,,,,,,,,,
1136,juice,coffee/tea,,pasta,,,,pasta,,sandwich loaves,,,waffles,cereals,,,,,,,,,,,,,,,,,,
1137,yogurt,lunch meat,,individual meals,vegetables,,,milk,waffles,,,flour,,,,,,,,,,,,,,,,,,,,
1138,fruits,soda,pork,yogurt,,sandwich loaves,,sugar,vegetables,,,,,,,,,,,,,,,,,,,,,,,
1139,soda,cheeses,pasta,,bagels,sugar,beef,butter,,,sandwich loaves,juice,,pork,,,,,,,,,,,,,,,,,,
1140,,soda,spaghetti sauce,cheeses,cheeses,,vegetables,vegetables,cheeses,,waffles,vegetables,,flour,,,,,,,,,,,,,,,,,,
1141,waffles,vegetables,,ice cream,lunch meat,individual meals,,pasta,,juice,vegetables,poultry,spaghetti sauce,,,,,,,,,,,,,,,,,,,
1142,,bagels,tortillas,eggs,,poultry,,,pork,cheeses,spaghetti sauce,vegetables,fruits,,,,,,,,,,,,,,,,,,,
1143,,pasta,,eggs,milk,,waffles,beef,bagels,,soda,juice,,cereals,,,,,,,,,,,,,,,,,,
1144,,,yogurt,ice cream,soda,ice cream,vegetables,vegetables,,ice cream,vegetables,spaghetti sauce,,vegetables,,,,,,,,,,,,,,,,,,
1145,coffee/tea,sandwich loaves,juice,bagels,individual meals,juice,spaghetti sauce,,butter,,tortillas,poultry,,,,,,,,,,,,,,,,,,,,
1146,juice,tortillas,,fruits,ice cream,eggs,milk,bagels,cereals,,ice cream,beef,pork,individual meals,,,,,,,,,,,,,,,,,,
1147,,fruits,ice cream,sandwich loaves,tortillas,cereals,cereals,,,vegetables,cereals,,cereals,milk,,,,,,,,,,,,,,,,,,
1148,poultry,yogurt,eggs,,sugar,ice cream,,yogurt,waffles,milk,bagels,soda,bagels,cereals,,,,,,,,,,,,,,,,,,
1149,individual meals,beef,lunch meat,ice cream,individual meals,cheeses,vegetables,vegetables,coffee/tea,cereals,eggs,,,,,,,,,,,,,,,,,,,,,
1150,bagels,poultry,yogurt,,,cheeses,,vegetables,vegetables,pork,waffles,vegetables,,,,,,,,,,,,,,,,,,,,
1151,ice cream,poultry,,,pasta,,,sugar,cereals,vegetables,pork,spaghetti sauce,,flour,,,,,,,,,,,,,,,,,,
1152,yogurt,sugar,yogurt,,tortillas,,juice,bagels,coffee/tea,ice cream,,dinner rolls,,butter,,,,,,,,,,,,,,,,,,
1153,,juice,sugar,,eggs,waffles,ice cream,,beef,vegetables,,,,,,,,,,,,,,,,,,,,,,
1154,,,spaghetti sauce,,sandwich loaves,,juice,cereals,eggs,,poultry,juice,yogurt,cereals,,,,,,,,,,,,,,,,,,
1155,,milk,soda,poultry,sugar,milk,,fruits,bagels,sugar,,tortillas,poultry,sugar,,,,,,,,,,,,,,,,,,
1156,eggs,fruits,individual meals,tortillas,flour,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,,,bagels,waffles,cereals,,,lunch meat,cheeses,sandwich loaves,tortillas,flour,soda,cheeses,,,,,,,,,,,,,,,,,,
1158,waffles,spaghetti sauce,poultry,vegetables,beef,vegetables,flour,coffee/tea,,vegetables,cereals,pasta,eggs,spaghetti sauce,,,,,,,,,,,,,,,,,,
1159,butter,eggs,,cereals,cheeses,fruits,,cereals,dinner rolls,,,pork,,,,,,,,,,,,,,,,,,,,
1160,,cereals,fruits,pasta,,poultry,,,individual meals,yogurt,waffles,butter,,,,,,,,,,,,,,,,,,,,
1161,,poultry,dinner rolls,bagels,fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,beef,,vegetables,waffles,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,vegetables,dinner rolls,,waffles,vegetables,butter,vegetables,flour,beef,ice cream,butter,individual meals,vegetables,cheeses,,,,,,,,,,,,,,,,,,
1164,bagels,poultry,,coffee/tea,eggs,bagels,,,bagels,ice cream,soda,vegetables,vegetables,sandwich loaves,,,,,,,,,,,,,,,,,,
1165,spaghetti sauce,lunch meat,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,sandwich loaves,yogurt,spaghetti sauce,,poultry,soda,flour,flour,,individual meals,cheeses,vegetables,,,,,,,,,,,,,,,,,,,,
1167,,vegetables,poultry,vegetables,milk,,bagels,sandwich loaves,pasta,ice cream,individual meals,,lunch meat,,,,,,,,,,,,,,,,,,,
1168,cereals,waffles,tortillas,spaghetti sauce,,,,individual meals,pork,,poultry,spaghetti sauce,,fruits,,,,,,,,,,,,,,,,,,
1169,bagels,individual meals,,vegetables,vegetables,vegetables,,,soda,,flour,tortillas,yogurt,waffles,,,,,,,,,,,,,,,,,,
1170,ice cream,tortillas,soda,,tortillas,bagels,,,milk,,,,,,,,,,,,,,,,,,,,,,,
1171,sugar,waffles,,fruits,butter,flour,dinner rolls,vegetables,vegetables,spaghetti sauce,,eggs,,,,,,,,,,,,,,,,,,,,
1172,sandwich loaves,,lunch meat,sandwich loaves,flour,,soda,tortillas,soda,waffles,,sugar,vegetables,dinner rolls,,,,,,,,,,,,,,,,,,
1173,yogurt,cheeses,coffee/tea,coffee/tea,vegetables,dinner rolls,cereals,dinner rolls,,lunch meat,vegetables,lunch meat,tortillas,cereals,,,,,,,,,,,,,,,,,,
1174,sugar,,,lunch meat,butter,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,sandwich loaves,,,sandwich loaves,,milk,eggs,ice cream,pork,,soda,sandwich loaves,,,,,,,,,,,,,,,,,,,,
1176,ice cream,,juice,cereals,ice cream,coffee/tea,,,,soda,milk,dinner rolls,vegetables,tortillas,,,,,,,,,,,,,,,,,,
1177,vegetables,fruits,vegetables,beef,,milk,,milk,,vegetables,soda,,waffles,pork,,,,,,,,,,,,,,,,,,
1178,yogurt,soda,,waffles,,,pork,cereals,coffee/tea,,cheeses,eggs,flour,,,,,,,,,,,,,,,,,,,
1179,sugar,milk,coffee/tea,,,dinner rolls,poultry,,,butter,vegetables,,lunch meat,butter,,,,,,,,,,,,,,,,,,
1180,,,,lunch meat,soda,individual meals,waffles,soda,pork,,coffee/tea,ice cream,butter,eggs,,,,,,,,,,,,,,,,,,
1181,spaghetti sauce,waffles,cheeses,pork,cereals,coffee/tea,cereals,,cheeses,,poultry,sandwich loaves,lunch meat,bagels,,,,,,,,,,,,,,,,,,
1182,,,waffles,,flour,vegetables,cereals,,ice cream,,sugar,,yogurt,milk,,,,,,,,,,,,,,,,,,
1183,lunch meat,juice,lunch meat,vegetables,butter,waffles,,spaghetti sauce,pork,bagels,beef,pork,,,,,,,,,,,,,,,,,,,,
1184,individual meals,lunch meat,poultry,,eggs,dinner rolls,,yogurt,,ice cream,,sugar,vegetables,milk,,,,,,,,,,,,,,,,,,
1185,,individual meals,beef,yogurt,tortillas,,vegetables,cereals,,lunch meat,,vegetables,yogurt,vegetables,,,,,,,,,,,,,,,,,,
1186,tortillas,beef,cereals,,poultry,,poultry,,vegetables,pasta,pasta,individual meals,,juice,,,,,,,,,,,,,,,,,,
1187,fruits,lunch meat,,,eggs,yogurt,,butter,,eggs,,,bagels,ice cream,,,,,,,,,,,,,,,,,,
1188,,,dinner rolls,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,vegetables,,vegetables,,,individual meals,,eggs,bagels,vegetables,pasta,juice,,,,,,,,,,,,,,,,,,,,
1190,,,,sugar,eggs,,cheeses,sugar,eggs,bagels,dinner rolls,,eggs,,,,,,,,,,,,,,,,,,,
1191,ice cream,,cheeses,,sugar,ice cream,individual meals,,spaghetti sauce,pork,,,beef,vegetables,,,,,,,,,,,,,,,,,,
1192,butter,spaghetti sauce,pasta,,,,individual meals,soda,soda,yogurt,spaghetti sauce,vegetables,,milk,,,,,,,,,,,,,,,,,,
1193,,bagels,pork,,,butter,milk,,,eggs,cheeses,,,,,,,,,,,,,,,,,,,,,
1194,,,,butter,sandwich loaves,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,pork,vegetables,butter,,,vegetables,vegetables,flour,cereals,,,,cereals,,,,,,,,,,,,,,,,,,
1196,milk,,eggs,vegetables,yogurt,waffles,tortillas,butter,individual meals,,,,,,,,,,,,,,,,,,,,,,,
1197,soda,eggs,bagels,eggs,dinner rolls,,soda,,,,dinner rolls,pasta,vegetables,,,,,,,,,,,,,,,,,,,
1198,lunch meat,,,vegetables,sandwich loaves,,,waffles,,milk,flour,,vegetables,pork,,,,,,,,,,,,,,,,,,
1199,,sugar,cheeses,milk,,flour,sandwich loaves,vegetables,soda,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,
1200,flour,pork,spaghetti sauce,coffee/tea,cheeses,,cheeses,tortillas,,milk,dinner rolls,bagels,individual meals,,,,,,,,,,,,,,,,,,,
1201,,coffee/tea,,soda,cheeses,,waffles,soda,milk,yogurt,pork,coffee/tea,cheeses,poultry,,,,,,,,,,,,,,,,,,
1202,sugar,sandwich loaves,cereals,,vegetables,pasta,,,,sugar,,bagels,coffee/tea,sugar,,,,,,,,,,,,,,,,,,
1203,,bagels,coffee/tea,cheeses,sugar,tortillas,vegetables,flour,,eggs,lunch meat,sugar,,,,,,,,,,,,,,,,,,,,
1204,vegetables,beef,pasta,eggs,sandwich loaves,cheeses,poultry,cheeses,waffles,fruits,,,beef,poultry,,,,,,,,,,,,,,,,,,
1205,poultry,spaghetti sauce,individual meals,pork,sugar,tortillas,,,poultry,juice,fruits,,soda,yogurt,,,,,,,,,,,,,,,,,,
1206,ice cream,bagels,sugar,sugar,,butter,individual meals,cereals,tortillas,cereals,,,vegetables,tortillas,,,,,,,,,,,,,,,,,,
1207,eggs,cereals,vegetables,pork,individual meals,,juice,,,,spaghetti sauce,,,yogurt,,,,,,,,,,,,,,,,,,
1208,sandwich loaves,yogurt,butter,flour,tortillas,,beef,pasta,,sugar,individual meals,,lunch meat,,,,,,,,,,,,,,,,,,,
1209,individual meals,pork,,,,individual meals,,sandwich loaves,pork,,tortillas,beef,yogurt,butter,,,,,,,,,,,,,,,,,,
1210,milk,lunch meat,butter,,spaghetti sauce,cheeses,,ice cream,,,,,,,,,,,,,,,,,,,,,,,,
1211,tortillas,vegetables,,yogurt,,vegetables,,,lunch meat,milk,tortillas,,vegetables,dinner rolls,,,,,,,,,,,,,,,,,,
1212,butter,soda,butter,pork,,lunch meat,butter,,eggs,vegetables,poultry,poultry,soda,coffee/tea,,,,,,,,,,,,,,,,,,
1213,,soda,,,,milk,,ice cream,,pork,,,,,,,,,,,,,,,,,,,,,,
1214,,flour,milk,,,pasta,,,individual meals,pork,,,,,,,,,,,,,,,,,,,,,,
1215,flour,coffee/tea,,lunch meat,bagels,tortillas,,beef,,,,waffles,,,,,,,,,,,,,,,,,,,,
1216,pork,ice cream,,,bagels,eggs,individual meals,,vegetables,sandwich loaves,,lunch meat,,fruits,,,,,,,,,,,,,,,,,,
1217,cheeses,fruits,,flour,,,eggs,,juice,milk,coffee/tea,,,,,,,,,,,,,,,,,,,,,
1218,,,soda,butter,,waffles,,individual meals,,,lunch meat,vegetables,,vegetables,,,,,,,,,,,,,,,,,,
1219,bagels,dinner rolls,,,tortillas,eggs,fruits,bagels,eggs,,cereals,,eggs,vegetables,,,,,,,,,,,,,,,,,,
1220,waffles,flour,,sugar,tortillas,soda,juice,,milk,spaghetti sauce,fruits,,,waffles,,,,,,,,,,,,,,,,,,
1221,,bagels,eggs,,pasta,sugar,dinner rolls,lunch meat,sandwich loaves,vegetables,,lunch meat,,,,,,,,,,,,,,,,,,,,
1222,,individual meals,milk,coffee/tea,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,,,sugar,,individual meals,flour,lunch meat,butter,,,,sugar,sandwich loaves,,,,,,,,,,,,,,,,,,,
1224,pasta,,sugar,butter,soda,flour,,cheeses,,,pork,eggs,,dinner rolls,,,,,,,,,,,,,,,,,,
1225,poultry,pasta,vegetables,cereals,eggs,sugar,sugar,pork,,,,,,,,,,,,,,,,,,,,,,,,
1226,beef,,eggs,milk,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,pork,sandwich loaves,butter,tortillas,spaghetti sauce,dinner rolls,lunch meat,coffee/tea,dinner rolls,coffee/tea,vegetables,,flour,coffee/tea,,,,,,,,,,,,,,,,,,
1228,cereals,,,pork,yogurt,soda,,eggs,,dinner rolls,fruits,,beef,dinner rolls,,,,,,,,,,,,,,,,,,
1229,pork,,sugar,waffles,,,,pasta,dinner rolls,bagels,,,beef,tortillas,,,,,,,,,,,,,,,,,,
1230,,vegetables,soda,bagels,,,,fruits,waffles,cereals,,vegetables,,vegetables,,,,,,,,,,,,,,,,,,
1231,poultry,vegetables,milk,butter,,bagels,individual meals,,cereals,pasta,,,lunch meat,beef,,,,,,,,,,,,,,,,,,
1232,vegetables,flour,cheeses,cheeses,juice,cereals,ice cream,flour,spaghetti sauce,spaghetti sauce,vegetables,soda,,sugar,,,,,,,,,,,,,,,,,,
1233,individual meals,butter,,,sandwich loaves,individual meals,,lunch meat,vegetables,,bagels,,,coffee/tea,,,,,,,,,,,,,,,,,,
1234,fruits,coffee/tea,pasta,sandwich loaves,juice,ice cream,vegetables,yogurt,cereals,cheeses,,yogurt,tortillas,,,,,,,,,,,,,,,,,,,
1235,pork,,soda,,butter,,dinner rolls,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,
1236,yogurt,bagels,yogurt,cheeses,spaghetti sauce,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,flour,sugar,coffee/tea,,sandwich loaves,spaghetti sauce,juice,dinner rolls,,lunch meat,poultry,pork,juice,,,,,,,,,,,,,,,,,,,
1238,vegetables,butter,vegetables,cereals,,poultry,,juice,individual meals,cheeses,fruits,spaghetti sauce,,vegetables,,,,,,,,,,,,,,,,,,
1239,juice,,sandwich loaves,,pork,vegetables,poultry,bagels,sandwich loaves,yogurt,,vegetables,pork,,,,,,,,,,,,,,,,,,,
1240,cheeses,,vegetables,waffles,cheeses,lunch meat,,,,sugar,ice cream,cereals,,pork,,,,,,,,,,,,,,,,,,
1241,pork,poultry,,,vegetables,individual meals,vegetables,,milk,,juice,,flour,individual meals,,,,,,,,,,,,,,,,,,
1242,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,ice cream,,individual meals,juice,fruits,cereals,pasta,,,,,,,,,,,,,,,,,,,,,,,,,
1244,milk,vegetables,coffee/tea,,sandwich loaves,,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
1245,,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,bagels,,,flour,individual meals,sandwich loaves,,vegetables,lunch meat,cheeses,milk,bagels,butter,,,,,,,,,,,,,,,,,,,
1247,,sandwich loaves,yogurt,flour,lunch meat,sugar,,pork,,,,,,,,,,,,,,,,,,,,,,,,
1248,sandwich loaves,,lunch meat,,waffles,pasta,waffles,,tortillas,pork,butter,,,milk,,,,,,,,,,,,,,,,,,
1249,fruits,fruits,ice cream,,yogurt,soda,dinner rolls,coffee/tea,vegetables,beef,bagels,,beef,,,,,,,,,,,,,,,,,,,
1250,vegetables,cereals,,cereals,vegetables,sugar,cereals,,,,,,,,,,,,,,,,,,,,,,,,,
1251,,poultry,spaghetti sauce,vegetables,,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,,cheeses,,,,fruits,fruits,fruits,dinner rolls,,pork,cheeses,vegetables,,,,,,,,,,,,,,,,,,,
1253,,bagels,,dinner rolls,cheeses,juice,,dinner rolls,fruits,yogurt,,lunch meat,,,,,,,,,,,,,,,,,,,,
